president_year,sentence,label
Aquino-2015,"it, did, even worse.",
Aquino-2015,"worst offense belief could get away it, power—which carried plans first place.",
Aquino-2015,examples many others.,
Aquino-2015,"kind situation, really blame countrymen losing sight hope, consequently, leaving country like you, thought giving crossed mind.",
Aquino-2015,"mother died, confidence diminished familys leader inspiration pursue change gone.",
Aquino-2015,"wake, someone approached suggested run presidency.",
Aquino-2015,immediate response masochist.,
Aquino-2015,one people calling end impunity wrongdoing understood dire situation was.,
Aquino-2015,"also certain deliberately hidden details us, real problems bigger knew.",
Aquino-2015,"called serve, question unable solve problems quickly, long take bosses lose patience, instead direct anger one convinced run alex lacson.",
Aquino-2015,said to simply put end abuse would suffice.,
Aquino-2015,stop hemorrhaging would enough.,
Aquino-2015,"let us listen translated transcript testimonial alex lacson , country ranked world bank one corrupt world.",
Aquino-2015,selfconfidence morale people low.,
Aquino-2015,"time, many friends looking good man, good politician president .",
Aquino-2015,"then, president cory passed away, senator noynoy spoke funeral.",
Aquino-2015,truly saw him.,
Aquino-2015,friends encouraged lead public call urge senator noynoy run president.,
Aquino-2015,friends went house senator noynoy times street.,
Aquino-2015,brought yellow drum encouraged public write letters.,
Aquino-2015,within hours outpouring public support senator noynoy run public office.,
Aquino-2015,expect superman solve problems country expected begin reform.,
Aquino-2015,"mr. president, thank heeding call people , thank you, too, respecting beliefs, even disagreed number issues.",
Aquino-2015,"mr. president, continue lead country right path.",
Aquino-2015,"start, already knew corruption root peoples suffering.",
Aquino-2015,"thus, battle cry corruption, poverty.",
Aquino-2015,"tremendous perseverance, courage, political will, faith god fellowmen needed order breathe life ideal.",
Aquino-2015,"course, masterminds old system meek lambs, willing see end opportunity take advantage others.",
Aquino-2015,"used, continue use, influence wealth fight agenda change.",
Aquino-2015,also used power prepare life preservers time judgment came.,
Aquino-2015,ombudsman appointed guard corruption allegedly played blind scandals past administration.,
Aquino-2015,"impeached house representatives, resigned post could tried senate.",
Aquino-2015,"chief justice seemed bias one appointed him, proven hidden wealth properties disclosed saln.",
Aquino-2015,impeached house convicted senate.,
Aquino-2015,"replace them, appointed men women integrity independent minds.",
Aquino-2015,new ombudsman conchita carpiomorales.,
Aquino-2015,new chief justice ma.,
Aquino-2015,lourdes sereno.,
Aquino-2015,"now, sufficient time implement reform judiciary.",
Aquino-2015,"even agencies, appointed honest fearless leaders.",
Aquino-2015,immediately placed chairperson grace pulidotan coa.,
Aquino-2015,"executive, likewise appointed uncompromising persons commissioner kim henares bir secretary leila de department justice.",
Aquino-2015,back challenge fulfilling mandates.,
Aquino-2015,"you, give heartfelt thanks.",
Aquino-2015,"whether top, middle, bottom bureaucracy, many suspended, removed positions, made accountable cases filed them, even imprisoned.",
Aquino-2015,"anyone still doubts justice blind philippines, would best turned attention three senators currently detained, former president still hospital arrest.",
Aquino-2015,say move on.,
Aquino-2015,"personally, believe george santayana said forget mistakes past condemned repeat it.",
Aquino-2015,take look actions wronged us.,
Aquino-2015,first work ensure forget done.,
Aquino-2015,"this, say, have pity us.",
Aquino-2015,"already took advantage us trying take advantage filipinos innate penchant forgiveness, order escape accountability.",
Aquino-2015,next step find way return power.,
Aquino-2015,"isnt master plan—so continue take advantage us learned parents, church, processes laws whatever reconciliation must come confession repentance committed wrong.",
Aquino-2015,"remember instance anyone said, im sorry stole abused ready change part move justice attained.",
Aquino-2015,"continued reform institutions, order refocus towards true mandates.",
Aquino-2015,example government owned controlled corporations.,
Aquino-2015,appointees goccs swore safeguard peoples money.,
Aquino-2015,"sad fact is, even goccs mired debt, showered benefits incentives left right.",
Aquino-2015,"liken institutions cattle, theyd soon butcher cow meat, even milk it.",
Aquino-2015,"past administration, dividends collected nine half years amounted .",
Aquino-2015,billion.,
Aquino-2015,"administration number goccs already reduced shutting deemed irrelevant, yet improved management dividends collected five years office reached .",
Aquino-2015,billion.,
Aquino-2015,"isnt unlikely that, step office, able double dividends collected predecessor much time accumulate funds.",
Aquino-2015,"commitment shown bir, biggest revenuegenerating agency government.",
Aquino-2015,"stepped in, highest collection record , .",
Aquino-2015,billion.,
Aquino-2015,surpassed leaps bounds.,
Aquino-2015,", bir collected .",
Aquino-2015,trillion—the first time history breached trillion mark collections.,
Aquino-2015,"last year, number went .",
Aquino-2015,"trillion , collect .",
Aquino-2015,trillion.,
Aquino-2015,"needed five years match, surpass, almost double predecessors record high—and without imposing new taxes, promised, apart sin tax reform.",
Aquino-2015,simple.,
Aquino-2015,"believe commissioner kim henares kind person, filed cases might different opinion.",
Aquino-2015,commissioner kim henares spared tax evader.,
Aquino-2015,cases already filed attempted evade taxes.,
Aquino-2015,"also made system tax payment efficient, made clear everyone civic duty contribute development country.",
Aquino-2015,"national budget previous administration, budget always reenacted, whether partially fully.",
Aquino-2015,", example, almost april general appropriations act gaa approved.",
Aquino-2015,already worrying projects completed received funding more.,
Aquino-2015,"even worse even maintenance operating expenses, including salaries, included reenacted budget.",
Aquino-2015,means funds allotted salaries—even already received due first three months .,
Aquino-2015,"wonder excess funds allotted requested go proven executive proposes reasonable budget, dialogue members congress go smoothly.",
Aquino-2015,"faster gaa passed, quicker services reach countrymen, sooner able alleviate suffering.",
Aquino-2015,message clear serious change playing field level.,
Aquino-2015,result confidence economy.,
Aquino-2015,"began, think would immediately win back global communitys confidence philippines.",
Aquino-2015,thought fixing crooked system prevent people sinking deeper poverty.,
Aquino-2015,"let ask ever occur would continue rising global competitiveness rankings, would recognized speed economy grown fact, philippines called asias rising tiger, asias rising star, asias bright spot.",
Aquino-2015,"now, first time history, unanimously deemed investment grade prominent credit rating agencies.",
Aquino-2015,signal businessmen worthwhile invest philippines.,
Aquino-2015,risks business decreased.,
Aquino-2015,"now, lower interest rates flexible debt payment schedules, investors finding attractive bet philippines.",
Aquino-2015,"institution expansion businesses, commerce becomes lively, competition strengthens, even opportunities created.",
Aquino-2015,direct result reforms made along straight path.,
Aquino-2015,"look back , net foreign direct investment country .",
Aquino-2015,billion.,
Aquino-2015,", net foreign direct investments reached .",
Aquino-2015,billion.,
Aquino-2015,highest ever recorded entire history.,
Aquino-2015,"numbers domestic investments likewise impressive now, filipinos betting fellow filipinos.",
Aquino-2015,"let us compare time first measured back , amount approved domestic investments totaled .",
Aquino-2015,trillion.,
Aquino-2015,"watch, third quarter end , amount invested countrymen market reached .",
Aquino-2015,trillion.,
Aquino-2015,"manufacturing admit, first year office, one things furthest mind idea could reinvigorate sector.",
Aquino-2015,"industry faced many challenges electricity, one, expensive unreliable.",
Aquino-2015,"also small feat establish facilities here, large investment involved buying machines training employees.",
Aquino-2015,"why, back then, import even lowtech electric fans.",
Aquino-2015,"thanks reforms restored confidence nation, manufacturing growth accelerated—from percent annually , percent .",
Aquino-2015,clear filipino compete.,
Aquino-2015,"past, selling point low wages.",
Aquino-2015,"now, investors bringing country factories produce hitech equipment aircraft components, electric tricycles, printers, digital media products, highquality medical devices like aortic catheters devices vitro diagnostics hemodialysis treatment.",
Aquino-2015,"let us listen businessman tell us new business climate philippines translated transcript testimonial peter perfecto, makati business club one important things administration accomplished reversing corruption trends previous administration.",
Aquino-2015,"without rule law, advantage went corporations complicit systemic bribery faulty tax system.",
Aquino-2015,president aquino walked talk.,
Aquino-2015,delivered promises.,
Aquino-2015,"arrested former president, three senators, ousted chief justice thought untouchable.",
Aquino-2015,strong message sent.,
Aquino-2015,"rule law commitment good governance administration made, foreign direct investments rose billion .",
Aquino-2015,billion.,
Aquino-2015,"made huge leap forward jumping places rankings set world economic forum according them, result administrations anticorruption agenda—all changes government enacted.",
Aquino-2015,responsibility filipino learn recent achievements ensure continue moving forward coming administration.,
Aquino-2015,know primary measure economic improvement common filipino creation jobs.,
Aquino-2015,let us look weve achieved area.,
Aquino-2015,"every year, around , new entrants join labor force.",
Aquino-2015,"now, consider fact reports overseas filipinos returning home.",
Aquino-2015,", department foreign affairs reported around .",
Aquino-2015,million overseas filipinos.,
Aquino-2015,"based latest estimates december , number went .",
Aquino-2015,million.,
Aquino-2015,"reasonable say good number estimated , filipinos represented decrease came home able find work.",
Aquino-2015,"despite fact new entrants, returnees, previously unemployed filipinos, unemployment rate still dropped .",
Aquino-2015,percent last year.,
Aquino-2015,lowest recorded decade.,
Aquino-2015,"let clear created permanent jobs hire abundance street sweepers period labor survey conducted, boost results.",
Aquino-2015,"together creating real jobs, also fostering good relationship labor management throughout country.",
Aquino-2015,let us compare.,
Aquino-2015,"nine half years previous administration, number strikes occurred , roughly strikes year.",
Aquino-2015,"five years office, total strikes .",
Aquino-2015,"fact, , single strike recorded country.",
Aquino-2015,lowest recorded history dole.,
Aquino-2015,truly impressed secretary linda baldoz labor management sector.,
Aquino-2015,sec.,
Aquino-2015,linda efficient also positive makes type colleague pleasure work with.,
Aquino-2015,considered pastor cabinet.,
Aquino-2015,"thank you, much, efforts, linda.",
Aquino-2015,transformation indeed vast.,
Aquino-2015,"before, signs would always see proclaimed, no vacancy, didnt today, announcements say, for immediate hiring scattered everywhere need open newspaper see classified ads many companies hiring.",
Aquino-2015,even getting creative incentives.,
Aquino-2015,theres one company says come interview breakfast them.,
Aquino-2015,"youre hired, theyll cover treat friends family celebrate new job.",
Aquino-2015,businessmen even mentioned finding difficult hire accountants.,
Aquino-2015,"remember younger, lot people taking bs commerce, major accountancy.",
Aquino-2015,"visited bicol university, mentioned president.",
Aquino-2015,"ask correct knowledge university accountancy program reply yes, even trouble filling accounting department.",
Aquino-2015,"president said students, even third year college, already recruited accounting auditing firms.",
Aquino-2015,happening precisely worked address called jobskills mismatch.,
Aquino-2015,"past, many countrymen saying jobs, even many unfilled positions listed philjobnet website.",
Aquino-2015,simple reason skillset countrymen match market needed.,
Aquino-2015,solution also simple talk prospective employers ask skills demanded positions opening.,
Aquino-2015,"now, skills train filipinos, maximize opportunities.",
Aquino-2015,"principle behind strategy governance instead giving countrymen fish, teach fish.",
Aquino-2015,ensuring progress made opportunities created maximized fellowmen.,
Aquino-2015,"cannot wait benefits growth trickle poorest filipinos cannot leave chance, hope best.",
Aquino-2015,commitment inclusive growth.,
Aquino-2015,"agenda assistance, knowledge, skills training, health, ensure one left behind.",
Aquino-2015,one mechanisms pantawid pamilyang pilipino program.,
Aquino-2015,vastly expanded scope program.,
Aquino-2015,"now, .",
Aquino-2015,million households feeling benefits program.,
Aquino-2015,"extremely far , households covered program entered office.",
Aquino-2015,"year, , graduated high school part first batch beneficiaries expanded pantawid pamilya.",
Aquino-2015,", youth graduated honors variety awards.",
Aquino-2015,"fact, two beneficiaries met accepted civil engineering, quota course university philippines.",
Aquino-2015,"beneficiaries gain important knowledge instead entering menial jobs graduate, almost certain find jobs pay decent salary.",
Aquino-2015,"income tax alone repay states investment, able continue cycle empowering need.",
Aquino-2015,brighter future awaits honor students program assisted added bonus.,
Aquino-2015,let us listen one assisted pantawid pamilya.,
Aquino-2015,"translated transcript testimonial alyannah, cct beneficiary work much harder now.",
Aquino-2015,knew trials family faced poverty.,
Aquino-2015,"enrolled conditional cash transfer program, saw people wanted help us.",
Aquino-2015,"knew wanted nothing return—but, me, way could repay kindness studies.",
Aquino-2015,money get government never wasted.,
Aquino-2015,able finance school expenses.,
Aquino-2015,"happy got dream school, university philippines.",
Aquino-2015,"cct program gave chance get good education, helped finish high school im way college.",
Aquino-2015,"know program receiving end lot criticism, want tell president benigno aquino need look me—at us.",
Aquino-2015,proof money set aside government program doleout.,
Aquino-2015,"money goes towards worthy pursuit, know one day help uplift entire country.",
Aquino-2015,"pantawid pamilya, exchange assistance, primary focus beneficiaries must education children.",
Aquino-2015,"already borne early fruit according studies conducted philippine institute development studies, , .",
Aquino-2015,million outofschool children country.,
Aquino-2015,"years passed population grew, , .",
Aquino-2015,million outofschool children remained.,
Aquino-2015,let emphasize difference .,
Aquino-2015,million.,
Aquino-2015,"its filled around , empty classrooms students.",
Aquino-2015,"course, apart pantawid pamilya, alternative learning system also helped ensure even indigenous peoples street children left behind.",
Aquino-2015,"yet, still ask results pantawid pamilya answer oh come on.",
Aquino-2015,"seem think pantawid pamilya like magic tablet that, taken child kindergarten, turns child college graduate hours.",
Aquino-2015,"perhaps, enough time study time let us help count k lasts years, term lasts six.",
Aquino-2015,see whos trying deceive us.,
Aquino-2015,even guts raise outcry shout leakages pantawid pamilya.,
Aquino-2015,"discovered used data , something criticize.",
Aquino-2015,let remind became president halfway perhaps asking another president explain alleged leakage.,
Aquino-2015,"guarantee that, time comes beneficiaries program contributing economy, criticizing today falling proclaim father mother expanded pantawid pamilya.",
Aquino-2015,"now, sector education making sure deficits past erased needs present addressed, even prepare future.",
Aquino-2015,"first two years office, able close backlogs inherited .",
Aquino-2015,million textbooks .,
Aquino-2015,million school chairs.,
Aquino-2015,", backlog , classrooms finally eliminated backlog , teachers likewise addressed, help lgu partners.",
Aquino-2015,"according estimates deped, , total amount new students .",
Aquino-2015,million.,
Aquino-2015,increase enrollees implementation k program.,
Aquino-2015,"order meet vast increase, need add estimated , classrooms already have.",
Aquino-2015,", already constructed.",
Aquino-2015,"year, slated construct , more.",
Aquino-2015,"funds remaining , classrooms already included proposed budget pass tomorrow, hope approve.",
Aquino-2015,"number teachers need estimated ,.",
Aquino-2015,", already hired ,.",
Aquino-2015,"year, total number teachers target hire ,.",
Aquino-2015,"remaining , positions covered proposed budget, hope approve well.",
Aquino-2015,according bro.,
Aquino-2015,"armin, sum total classrooms administration constructed teachers hired exceeds cumulative total classrooms built teachers hired past twenty years came office.",
Aquino-2015,already turned .,
Aquino-2015,million textbooks followed addition .,
Aquino-2015,million year.,
Aquino-2015,"well, .",
Aquino-2015,"million school seats delivered schools, add another .",
Aquino-2015,million end year.,
Aquino-2015,"eliminating existing backlog classrooms, constructed continue construct , classrooms, allotting funds construction , more.",
Aquino-2015,"teachers , already hired deped school year alone.",
Aquino-2015,"tomorrow, submit budget included funds additional .",
Aquino-2015,"million textbooks, .",
Aquino-2015,"million school seats, , classrooms, , new teaching positions.",
Aquino-2015,everyone see leave sources headaches succeed us.,
Aquino-2015,let clear implemented k practical cram learning basic education cycle.,
Aquino-2015,"remind you, one three countries left world basic education cycle.",
Aquino-2015,credentials countrymen working overseas already questioned also demoted diplomas supposedly proof sufficient knowledge.,
Aquino-2015,"past educational system likened mango induced ripen artificial circumstances now, ensuring abilities students fully developed, take hold futures.",
Aquino-2015,let us listen story proof translated transcript testimonial rezia joy jianoran father jeepney driver life.,
Aquino-2015,"second year high school, mom suffered stroke.",
Aquino-2015,"didnt ask, knew couldnt afford send college.",
Aquino-2015,"instead dropping school, decided continue studies k program.",
Aquino-2015,chosen track specialization drafting technology course.,
Aquino-2015,part k program career immersion.,
Aquino-2015,"assigned clp metal, metal fabrication company.",
Aquino-2015,tasked design machines.,
Aquino-2015,machine designed dehair pigs.,
Aquino-2015,"pig processed, several seconds, comes without hair.",
Aquino-2015,machine like bought abroad.,
Aquino-2015,"design clp, were able adjust budget restrictions customers.",
Aquino-2015,im extremely proud think many olds say designed machine im proud im k graduate support family.,
Aquino-2015,im learning im earning.,
Aquino-2015,"graduates choose go techvoc, programs enhanced already waiting them.",
Aquino-2015,.,
Aquino-2015,million already graduated different courses technical vocational education training overseen tesda.,
Aquino-2015,"training work scholarship program alone, number graduates already reached ,.",
Aquino-2015,"perhaps wondering situation today according studies, .",
Aquino-2015,"percent graduates able find employment right away, compared .",
Aquino-2015,percent recorded before.,
Aquino-2015,even industries breaking records.,
Aquino-2015,example employment rate entire semiconductors electronics industry already reached .,
Aquino-2015,"percent—just little more, well percent.",
Aquino-2015,secretary joel villanueva told us ofw forced return home thought hope improve lot life.,
Aquino-2015,"then, studied hilot wellness massage tesda now, spa already branches.",
Aquino-2015,"last sona, also told pwd barker escalation supervisor bpo.",
Aquino-2015,"success story sarisari store training access resources program, star sarisari store owner used earn pesos day now, daily earnings reached , pesos.",
Aquino-2015,"sum everything up, earnings less equivalent salary, even experience type stress.",
Aquino-2015,"happen trained bookkeeping, inventory management, accounting, disciplines.",
Aquino-2015,whats extremely impressive star program even teaches students ensure profits maximized.,
Aquino-2015,let us listen one benefited tesda cocacolas program translated transcript testimonial ma.,
Aquino-2015,"theresa tomaro, tesda star program trainee husband unemployed started training star program.",
Aquino-2015,taught manage grow business.,
Aquino-2015,"started sarisari store, made bamboo.",
Aquino-2015,"now, walls made concrete.",
Aquino-2015,"helps us, also children.",
Aquino-2015,able give good lives.,
Aquino-2015,ive able sell lot things.,
Aquino-2015,income doubled since then.,
Aquino-2015,"id like thank secretary joel villanueva program, able opportunity show ability run business.",
Aquino-2015,"now, sector health.",
Aquino-2015,"many filipinos, falling ill poses serious challenge fulfillment dreams.",
Aquino-2015,"families climbing ladder progress, return back zero struck illness.",
Aquino-2015,"savings emptied, also fall deep debt.",
Aquino-2015,"came office, million filipinos beneficiaries philhealth.",
Aquino-2015,"almost doubled number past june, philhealth coverage reached .",
Aquino-2015,million filipinos.,
Aquino-2015,"transformation wrought before, elections, new philhealth beneficiaries seemed sprout like mushrooms.",
Aquino-2015,"instead basis membership interest filipinos, became manipulated serve electoral candidates interest.",
Aquino-2015,"now, corrected system.",
Aquino-2015,good news sector health.,
Aquino-2015,", announced family part lowest quintile, poorest percent population, seeking treatment public hospitals, guarantee pay single centavo.",
Aquino-2015,"beginning , expanded cover next quintile society.",
Aquino-2015,"means poorest percent population, treatment public hospitals free.",
Aquino-2015,care called inefficient uncaring.,
Aquino-2015,"thing say them, aiza seguerra said back day thank you, bow.",
Aquino-2015,"now, let us hear results improved philhealth program translated transcript testimonial danilo espiritu, philhealth beneficiary diagnosed quadruple clogs coronary area.",
Aquino-2015,didnt know could afford operation.,
Aquino-2015,"first hospital went said operation would cost , pesos.",
Aquino-2015,", would cost , pesos.",
Aquino-2015,"ust hospital, said , pesos.",
Aquino-2015,"one doctors learned wife covered philhealth, said case qualified zpackage, could push operation.",
Aquino-2015,"stood went fix paperwork, provided opportunity extend life.",
Aquino-2015,service got hospital comparable received private hospital patient.,
Aquino-2015,wasnt considered charity case.,
Aquino-2015,"fullfledged paying patient, philhealth paid operation.",
Aquino-2015,"honest, didnt pay anything.",
Aquino-2015,"little money save, able use postoperation expenses.",
Aquino-2015,"im thankful philhealth government implementing kinds projects, genuinely help people need.",
Aquino-2015,translated transcript testimonial governor lilia pineda sin tax implemented earlier its answer goal providing universal healthcare.,
Aquino-2015,"big help province pampanga past, capitol spent million pesos year health aid.",
Aquino-2015,"sin tax law implemented, needed healthcare covered philhealth.",
Aquino-2015,truly grateful president aquino project provided huge relief pampanga.,
Aquino-2015,money saved used fund important projects.,
Aquino-2015,"proceeds sin tax also went towards construction birthing station, hospital renovations, construction health centers.",
Aquino-2015,were thankful president caring poor suffer sickness.,
Aquino-2015,let us return story past five years.,
Aquino-2015,"went corrupt cleaned systems, redounded confidence markets.",
Aquino-2015,"businesses came country, opportunities expanded, empowered filipinos gain decent employment.",
Aquino-2015,"patronized businesses, which, recognized playing field level, know profit without resort illegal activities.",
Aquino-2015,"expand operations, employ even people.",
Aquino-2015,"cycle justice, trust, economic growth, creation opportunities, progress.",
Aquino-2015,"boss, spirit of, where corruption, poverty.",
Aquino-2015,achieve change.,
Aquino-2015,transformation experiencing today already exceeded expectations beginning.,
Aquino-2015,"cadastral survey, started , completed us.",
Aquino-2015,took almost century came us complete percent survey.,
Aquino-2015,"half left done, finished five years government.",
Aquino-2015,"cadastral survey identifies boundaries land covered city, municipality, province philippines.",
Aquino-2015,"armm, example, land gave birth land according maps, .",
Aquino-2015,"million hectares belonging region, add lands claimed, would reach total .",
Aquino-2015,million hectares.,
Aquino-2015,"now, fixed land record system cadastral survey, new land birthed armm.",
Aquino-2015,", conducted inventory sitios, identified still without electricity.",
Aquino-2015,"sitio electrification program, able bring light , communities identified inventory.",
Aquino-2015,"top this, use solar energy technology, even farflung isolated areas would difficult connect grid already electricity.",
Aquino-2015,"now, around percent sitios philippines already energized doe guaranteed that, step office, rest sitios tally electricity.",
Aquino-2015,"now, let us watch farmer benefited sitio electrification program.",
Aquino-2015,translated transcript domingo bonifacio difficult didnt electricity bear it.,
Aquino-2015,could power homes fuel sources.,
Aquino-2015,"first got electricity july, happy switched lights home first time.",
Aquino-2015,watch movie tapes listen good music.,
Aquino-2015,children able study night.,
Aquino-2015,"im even able work night charge spotlight day, im productive, earn more.",
Aquino-2015,"translated transcript mayor abraham akilit, bauko, mountain province lives changed better finally access electricity.",
Aquino-2015,were able efficient—an example would weaving.,
Aquino-2015,"sewing machines, create beautiful designs, sell better price.",
Aquino-2015,"food processing needs equipment, runs electricity.",
Aquino-2015,students use internet research.,
Aquino-2015,electricity brought good things bauko.,
Aquino-2015,congratulations president making bauko better place live in.,
Aquino-2015,"sector aviation, also steady stream good news , international civil aviation organization lifted significant safety concerns imposed country back .",
Aquino-2015,"year, european union allowed flag carrier resume flights europe.",
Aquino-2015,"following year saw another local carrier receiving approval european union, us federal aviation administration upgraded us category , category downgrade received .",
Aquino-2015,"developments, incoming outgoing flights increasing, also becoming easier tourists fly around philippines.",
Aquino-2015,"even better news june, eu air safety committee removed ban air carriers—the first time lifted ban entire civil aviation sector country.",
Aquino-2015,"now, airlines able fly directly united kingdom, italy, countries part eu.",
Aquino-2015,"seafaring , european maritime safety agency emsa already questioning compliance standards training, certification, watchkeeping seafarers.",
Aquino-2015,"this, threat eu would longer recognize maritime education certificates.",
Aquino-2015,"act, would chance estimated , filipino seafarers working european boats would jobs.",
Aquino-2015,marina dotc went work quickly order match maritime education certificates global standards.,
Aquino-2015,"day, eu continues recognize certifications.",
Aquino-2015,"come emsas next audit, begin october, marina guarantees definitely pass.",
Aquino-2015,sec.,
Aquino-2015,"jun abaya waver resolve, even seems forgotten done sailors, icaos lifting significant safety concerns imposed sector, european unions lifting ban airplanes, federal aviation upgrading us category .",
Aquino-2015,"also banned boats setting see typhoons, helped keep passengers away danger.",
Aquino-2015,rare us receive news ships sinking typhoons.,
Aquino-2015,"achievements seemingly cast aside, complicated challenges public transport sector.",
Aquino-2015,biggest example mrt.,
Aquino-2015,"mention partners private sector endeavor, remember entitlements, seem forgotten obligations.",
Aquino-2015,partner supposed charge maintenance.,
Aquino-2015,", general overhaul mrt, upon dotcs inspection, token cosmetic changes undertaken.",
Aquino-2015,lack care practically guaranteed breakdown trains.,
Aquino-2015,"interest companies make sure get moneys worth investment yet, allowed situation deteriorate, point where, short notice, passed job improving mrt onto us.",
Aquino-2015,"made moves undertake improvements, suddenly, wanted take back responsibility maintenance.",
Aquino-2015,"however, proposal significantly expensive hours.",
Aquino-2015,"would, course, translate added expense aggravation people.",
Aquino-2015,"agree this, began process obtaining new train coaches.",
Aquino-2015,"mrtc adamant, able obtain tro procurement.",
Aquino-2015,mrt situation come this.,
Aquino-2015,sec.,
Aquino-2015,"jun you, i, entire population metro manila pleased happening.",
Aquino-2015,"private sector relegated responsibility us made moves provide solution, blocked us.",
Aquino-2015,clear agenda mrtc never meet.,
Aquino-2015,"now, taking steps buy corporation.",
Aquino-2015,"fixed, state sole decisionmaker.",
Aquino-2015,"undertaking process, already implementing immediate maintenance work.",
Aquino-2015,"bigger, longterm solutions also set arrive.",
Aquino-2015,"next month, expect delivery prototype new coaches passes scrutiny, beginning january, three coaches delivered every month order coaches completed.",
Aquino-2015,"process obtain new rails underway, together upgrading signaling automatic fare collecting systems this, expect completed step office.",
Aquino-2015,power supply trains upgraded end .,
Aquino-2015,"escalators fixed end year, procurement rehabilitation escalators elevators ongoing.",
Aquino-2015,"let remind everyone comes matters, cannot take shortcuts processes want measures hampered lawsuits left right.",
Aquino-2015,"say wear blinders, comes long companions straight path.",
Aquino-2015,"see good things, also see bad.",
Aquino-2015,"one blinders insist seeing bad things armed forces back november , tensions arose north south korea fears war would break peninsula.",
Aquino-2015,"needed plan evacuate , filipinos south korea, well eight filipinos north korea.",
Aquino-2015,"asked afp assets could use evacuation, said air force lone .",
Aquino-2015,shortest duration round trip hours.,
Aquino-2015,capacity around people.,
Aquino-2015,"made calculations needed move , filipinos away conflict, meant that, ideal conditions, would need round trips, would take , hours each.",
Aquino-2015,equivalent days travel.,
Aquino-2015,one count old cope heavy usage.,
Aquino-2015,"deployed ships, could carry , people time, would lucky round trip could completed within days.",
Aquino-2015,"conflict break out, chance entire situation would time evacuated people.",
Aquino-2015,took immediate action address limitations.,
Aquino-2015,"now, one functional , three disposal, planning acquire two more.",
Aquino-2015,"others accompany first three medium lift transports arrived, two arriving within year.",
Aquino-2015,also expect delivery two light lift transports end .,
Aquino-2015,"ever encounter another spate problems like happened , going need assets.",
Aquino-2015,"yolanda struck, docks destroyed, ability deliver aid hampered.",
Aquino-2015,"situations, landing craft utilities invaluable ability dock shore.",
Aquino-2015,"now, increased number landing craft utilities four ten.",
Aquino-2015,brp tagbanua.,
Aquino-2015,"next week, two landing craft heavy arrive australia turnover vessels generous even came spare parts generators.",
Aquino-2015,"plan buying three paperwork put order, processes procure begin.",
Aquino-2015,"vessels reduce dependence kindness nations able accelerate delivery different parts philippines, promptly send aid, supplies, heavy equipment bulldozers, needed clearing relief operations.",
Aquino-2015,"better watch territory, also acquired fighters replace fighter jets retired .",
Aquino-2015,"first two units arrive december, rest deliveries completed .",
Aquino-2015,"also acquired war ships brp gregorio del pilar ramon alcaraz, seven helicopters, six eight helicopters, troop carrier trucks, , assault rifles.",
Aquino-2015,"target obtain two frigates, six close air support aircrafts, armored personnel carriers, new items , units force protection equipment, , grenade launchers, additional , assault rifles.",
Aquino-2015,"total, completed projects modernization, approved more.",
Aquino-2015,compare projects completed three administrations came us combined.,
Aquino-2015,"let us listen one servicemen air force translated transcript testimonial jun perry, member philippine air force record, sir, air force actual force.",
Aquino-2015,joke stigma back air force air force.,
Aquino-2015,"ive recently joined philippine air force, spent four years philippine military academy, learned value air power air defense.",
Aquino-2015,"four years, found philippine air force losing strength.",
Aquino-2015,luckily long wait over.,
Aquino-2015,"december , president aquino signed ra .",
Aquino-2015,"now, philippine air force receiving adequate advancement.",
Aquino-2015,boosts morale.,
Aquino-2015,ive heard confirmation army classmates themselves.,
Aquino-2015,"one even said mistah, heard sound chopper taking flight, inspired.",
Aquino-2015,"dream slowly, surely turned reality.",
Aquino-2015,"police, first time history, policemen firearm.",
Aquino-2015,"furthermore, improve capacity police force shoot, scoot, communicate, distributed patrol jeeps, part , procured.",
Aquino-2015,"also distributed new utility vehicles, well , handheld radios.",
Aquino-2015,"likewise procuring , long firearms, , investigative kits, another , radios.",
Aquino-2015,"let us listen policemen, talk efforts helped work translated transcript testimonial melvin velasquez entered police service , issued .",
Aquino-2015,revolver.,
Aquino-2015,sometimes criminals encountered equipped highpowered weapons.,
Aquino-2015,.,
Aquino-2015,revolver paled comparison ones used criminals.,
Aquino-2015,"fact, buy gun.",
Aquino-2015,difficult us law enforcers encounter situations really risk lives.,
Aquino-2015,big change policemen finally given guns.,
Aquino-2015,know depend firearms issued government us.,
Aquino-2015,us service dream owning house lot administration dream realized.,
Aquino-2015,"lowranking law enforcer, really feel reforms instituted president—one value accorded national police.",
Aquino-2015,way possibly repay good things fulfilling duties correct right way—even means sacrificing life.,
Aquino-2015,drive improve police forces equipment complemented work smarter strategy.,
Aquino-2015,"brought life oplan lambatsibat, whose pilot program implemented metro manila.",
Aquino-2015,studied criminals operate strategically deployed policemen.,
Aquino-2015,"caught big fish gang leaders, dismantled syndicates, lowered crime rates across nation.",
Aquino-2015,"term, almost , people wanted list apprehended pnp, , gangs neutralized, , unlicensed guns confiscated country.",
Aquino-2015,"ncr january june , average cases murder homicide every week.",
Aquino-2015,"thanks oplan lambatsibat, gone cases per week june .",
Aquino-2015,"terms robberies, thefts, carnapping incidents period weekly average ncr gone , .",
Aquino-2015,"last week, dexter balane, leader robbery holdup group cahoots martilyo gang, apprehended police force.",
